id,loss
4,1119.135918600496
6,1937.8946470564879
9,11322.626728571566
12,5728.357785392169
15,-43.41896195528443
17,2248.522556156938
21,2318.074604365158
28,193.925023127264
32,2279.0716320172573
43,3458.4800317817253
46,3728.5545553258717
50,1379.0530367980323
54,1946.6409638258842
62,3226.216647137434
70,3201.8244716018526
71,6907.601393891838
75,2166.2399215607848
77,3292.091485833067
81,3217.1084262848135
83,2859.6950321370896
87,2334.6544988236346
97,1795.083699912063
103,1856.2862403773383
119,1368.5475393102429
120,2051.908372896561
127,2018.9040381775908
138,5371.107011368976
141,4017.810962187399
148,1065.9419854962966
150,2711.0565037780552
151,2669.2426691999844
158,2009.1258268432603
160,7642.253239182618
165,3423.7196445399404
168,3817.647864654178
169,4038.2255246788272
177,3350.8509711921733
178,4138.3670831410345
184,1944.2520826524515
194,7411.223726343297
198,1964.706788224571
203,5611.12439714919
211,2867.1861741772973
217,977.210999611716
219,1212.8233882480495
221,4451.278308568834
227,2284.824686629491
230,917.3972067447371
235,2484.739995321661
240,1189.7631772251952
243,3923.6897845852827
249,6356.971727559169
253,2376.5661833000595
258,958.2909130406265
261,1992.355342279951
263,3600.842300057826
264,3967.389774785658
265,6063.534181084925
268,1797.0337757675634
271,997.7067046997922
274,6515.094273232154
275,205.3686240711795
279,2749.755097605157
282,1048.9814405189495
286,2718.7864624313124
288,1191.399832163101
294,4085.265501606237
296,858.5534413609944
297,1623.22194354556
300,180.36565237440277
303,7482.832822747542
314,749.0173126441232
315,5342.668648791716
321,2555.8435229029647
323,4706.82620147219
330,5181.043073286968
341,1987.4381780948265
342,5669.269808678418
352,1896.0055955775988
353,4206.526726850735
360,6712.746740053878
361,2202.7576549507035
362,3768.8409361830427
366,966.719950157561
372,3665.896051033971
376,3765.540015178717
377,2688.256830314893
379,1238.5471596353163
380,4679.367733966172
387,1426.0428376930909
392,1265.65390027271
394,10643.632918984888
395,2417.8300145137678
397,876.2435708743019
407,5495.124852486789
411,6206.79358110513
416,3537.447991870452
417,2197.2883122048197
419,4663.293128612494
428,5648.618018209334
431,2008.0538624107994
436,6264.849578405225
438,1792.8460315419075
445,6493.538448989562
446,6498.866250661074
455,1134.8351633784787
456,716.6668955337959
461,519.963068650959
463,1766.70656855575
464,3850.7501976326794
466,2365.503195604324
467,2590.5708299194084
470,1787.2684718180462
475,1394.2312501520846
482,4914.53653031701
490,3342.0333107838205
496,2450.463887618286
497,5926.176246468868
508,3473.849809066566
510,3297.3656661753976
512,3876.302348660809
513,3746.1480200714013
523,2367.3454228104765
531,5732.531725806372
532,3671.7038760470014
533,1583.4134042986884
537,807.1268628977336
544,5176.514215833231
547,3462.197359840795
556,7464.249740911538
565,1525.855927581622
566,1538.4966216159191
571,1133.389008386588
573,1588.616583969544
574,1144.2201846922972
581,3087.5623710010277
585,2521.4955142122744
589,2653.0405409850864
597,1401.1117355378178
601,3031.7024035446257
602,2565.607365662174
613,2741.198083359147
616,1713.1292590143958
619,1938.2617884681954
622,2956.8905714616394
623,2310.6907563793397
629,1587.1262499091222
634,1581.949416560993
638,-267.1365134295893
642,1336.0408064592712
643,2592.6662513618257
645,873.9673556377197
648,6713.831365844238
652,2308.1746150984827
664,696.9958792626926
666,2503.4908208188604
672,562.2976535776047
676,2942.2441215089593
678,4744.224656297043
682,1857.6158179079343
686,3213.032273580983
688,3087.99647894339
689,1928.1047778241327
690,2732.547663525923
692,7816.87804630323
695,1929.1839240958175
697,5120.492909623149
698,1241.7227816283435
706,2558.1748633864163
708,2078.6671779243666
712,4349.011067222612
715,3795.831705154369
717,1337.1434353470095
725,2995.5058608036643
729,1522.6157978319961
737,635.7359986248916
739,5307.111143316126
747,4055.710744392938
753,2589.2274982795916
758,3228.0207768582095
759,3077.182959974003
763,941.9802224838636
773,4801.175823960039
774,1871.8457582876463
776,1430.4141202024657
788,5365.4446666514195
790,3840.3888806767454
794,1963.9610422034689
801,3659.052088838699
802,2471.8402713342343
805,1947.7582348637839
809,5967.042895885141
812,1074.806075879325
825,2263.452181241706
828,2115.2198698641955
830,2317.528027365805
833,674.8629126294954
850,5167.714082995179
852,6415.637178851861
862,2035.1322815175176
863,2647.11985765562
864,1447.7833167570016
865,3483.1401529580153
868,5997.169278816991
872,2159.3753967301186
879,5904.005566135193
880,1723.0744044629332
883,2151.6027376816974
886,2174.2412687853734
923,814.6914636705542
924,1180.2895478771725
932,932.5252592210445
945,6479.53907590399
947,6779.9745986255775
948,2196.967619997279
955,3764.743010058529
963,4776.140139177471
979,1736.308674154678
989,2381.8849270801734
994,3087.208861078496
995,2865.6021152616795
998,1423.5939431729234
1000,5138.793661580992
1018,2884.6870585928655
1019,2623.7751190065774
1028,2322.1105247406003
1034,1079.2011972157788
1038,2093.168842591192
1040,1500.2944293078608
1042,1805.3877397162773
1057,7047.754686989171
1058,2017.3661886417926
1063,1786.9277320670003
1066,4308.845130530782
1071,5009.014115657276
1073,3912.366300024534
1074,3041.425394706056
1077,3493.977511286884
1080,11922.887715399058
1088,462.0682548616983
1096,873.1884893221863
1097,8400.214247008837
1105,5097.622008693139
1115,1507.1039990546979
1116,3035.1199497259167
1122,2115.360098332858
1130,4389.7549579570405
1133,1320.9013022435765
1137,2446.775489554266
1140,1671.4081968760574
1143,8112.229949675383
1149,6582.267884482519
1150,1715.0277645149308
1153,1348.7255991440134
1157,1052.7060903145402
1180,0.3963488789222538
1183,1353.1800601264304
1188,2071.5853569583014
1193,1214.439711969062
1200,-571.9989572466355
1209,3462.177443054501
1214,1816.0593153544237
1219,3013.5762406142967
1223,5996.211512920875
1227,1042.4705722558551
1228,757.7804135018991
1229,4818.994900707785
1233,2120.391378690591
1238,4192.072668533658
1239,1400.954980605703
1241,3961.6391809810884
1243,2279.6294423575987
1244,1830.0669118298706
1245,4733.695527656165
1277,4236.356099324645
1279,4116.039454380999
1292,8221.198667390596
1293,1585.0171084097183
1299,9662.122585881658
1304,2970.7287290260665
1313,4839.759640590182
1328,3541.9544006039714
1330,1045.1704378332702
1334,1310.1397694975544
1335,2168.8842292920826
1336,4992.693984850351
1341,802.4667910890589
1344,2069.6280766449745
1351,2061.0977855796996
1352,2487.013845976041
1354,2695.678171445911
1368,5518.428292678217
1373,2157.6368820391513
1375,-167.30850619766693
1381,3021.4269285178334
1384,5088.6247856024
1385,3860.986952724744
1388,6748.242680199352
1401,5095.246402143992
1402,3410.7565883380958
1404,1524.34754525061
1406,1434.2614424530962
1409,594.7213281275517
1422,1290.4930049748482
1429,3960.596557163427
1433,5961.902129265485
1438,1435.1409294362538
1444,2081.5124219041063
1446,1402.095947832016
1450,952.3219228982107
1451,-358.02875265850025
1454,2060.4839495681476
1458,2972.02068842898
1461,3408.6031341125763
1464,5696.339814975353
1465,1376.8817649680868
1478,3059.9559388497682
1479,1638.722426250814
1480,3022.4597952405975
1484,2711.0390340226913
1486,765.7039274321728
1488,602.8397090709955
1489,3112.819924193095
1491,475.32727584810664
1507,3561.121010733944
1515,1040.7451327016206
1519,3469.217079678241
1528,2117.798875797166
1529,813.026866085801
1530,2790.779285963047
1532,1216.6560422824914
1541,946.0016639138685
1542,3742.405114341128
1547,978.7352044393092
1549,566.1044328562425
1553,2924.447210509925
1554,4226.674877704515
1555,1671.5910687571177
1559,1886.5238931271742
1565,1509.135468410238
1568,871.793669931868
1576,3705.3672624420597
1579,1008.1427847231553
1592,788.8812249532002
1596,3808.404842496693
1605,1021.3022633547102
1607,2082.319637223205
1612,2276.593560073613
1617,3318.522285352382
1619,2597.8128925230494
1620,6783.901428052429
1624,2777.093191155418
1627,1644.9757634527764
1633,2572.409091474332
1636,2031.1591644656728
1639,1668.613187752373
1640,2960.216063476898
1644,673.1754568624601
1646,2292.0777829015096
1647,3960.769431538225
1654,1209.3110500212379
1655,3267.3645469233097
1664,5729.874778515034
1665,2380.443234481805
1667,6260.309664483819
1669,1094.0907721209537
1678,1879.2185956020317
1682,2907.744267171869
1689,505.0648746133784
1690,3566.387520789018
1693,6151.025509444197
1695,474.0560843031899
1705,2004.074297294609
1706,4340.976627513771
1708,3029.8599818396333
1716,2420.874250000207
1720,8327.34975987767
1722,667.4696059429034
1749,4905.679208777756
1750,2633.194690826087
1751,6719.617705254938
1760,3401.2837776294737
1763,4009.0324602996443
1770,2128.037624103429
1777,2550.842857153989
1785,4618.718276436094
1791,841.3953401941271
1794,4706.6337806754245
1800,2018.2709557974808
1816,1423.7410821587728
1817,1012.4852821197392
1821,2897.6622669770095
1836,1069.938367191623
1838,2241.53200431733
1851,2652.7804361191147
1852,4025.1001221407178
1854,3020.5023074384635
1856,1928.8184108947858
1865,532.3232699761284
1872,741.0554102622914
1878,932.398860734249
1880,1552.60852422799
1881,1794.7087457591788
1882,3378.6975652810434
1886,1110.8168949736737
1892,1808.6472958535683
1894,2722.163073636936
1898,2058.6527262821437
1899,3439.91350710786
1902,1670.3658867491881
1903,5562.388402721626
1906,2579.5824715254494
1910,3096.1209691008135
1911,3159.759605128733
1914,2784.3147262636658
1929,3552.9275567016784
1932,1423.2550084051586
1952,1373.251959932334
1959,832.7867006215347
1960,2377.2894116434095
1976,3132.2104012735035
1980,3228.3739640964923
1981,1764.5890351373637
1987,1472.6883086336497
1994,2158.8617124133416
2000,2132.5483552275814
2008,2226.479054140181
2011,2517.526335614579
2012,6482.295886996484
2019,1738.3760427260077
2022,4242.997642674489
2024,7180.434890342583
2028,191.64076582015036
2030,4545.57660051622
2031,6755.0922723660615
2047,2645.378468009153
2049,1146.1401229262792
2050,1114.1264735273735
2051,4286.261570927007
2056,1272.8671178805403
2057,2264.4258008918982
2059,3219.3644199594673
2069,3431.8795181410796
2085,2099.818494719962
2089,-509.29844861083643
2090,3236.8350749834863
2101,3430.1098748950026
2114,3734.590270116083
2115,1333.3735804060138
2118,1215.4367742863037
2119,2604.8180455186575
2125,1655.046519202539
2128,4045.349231941662
2129,1657.124767742137
2132,1373.800808112533
2133,3087.958609352294
2135,305.74652672455704
2136,2404.365783191521
2143,2297.941539843115
2144,1584.9922125235548
2145,4127.840548101993
2152,2098.8833850302854
2160,3696.401314198346
2166,1813.4998819711218
2169,1078.621983400933
2170,2708.7804279582715
2172,1889.7511967841087
2181,2602.761015125234
2183,1287.839687941345
2185,3651.8938308036068
2188,1813.095506050527
2189,2549.9986532652583
